"","order_date","ship_date","ship_mode","customer_name","segment","country","city","state","postal_code","region","category","sub_category","product_name","sales","quantity","discount","profit","profit_ratio","days_to_ship","revenue"
"2710",2015-01-30,2015-02-06,"Standard Class","Charles Crestani","Consumer","United States","Los Angeles","California",90049,"west","technology","machines","Bady BDG101FRU Card Printer",1919.976,3,0.2,215.9973,11,7,1535.9808
"2711",2015-12-11,2015-12-15,"Standard Class","Gary Hwang","Consumer","United States","Jacksonville","Florida",32216,"south","office supplies","binders","Acco D-Ring Binder w/DublLock",12.828,2,0.7,-8.9796,-70,4,3.8484
"2712",2017-10-09,2017-10-11,"First Class","Cathy Prescott","Corporate","United States","Lakewood","Ohio",44107,"east","furniture","furnishings","Nu-Dell Leatherette Frames",45.888,4,0.2,9.1776,20,2,36.7104
"2713",2017-07-29,2017-08-01,"Second Class","Gary McGarr","Consumer","United States","Troy","New York",12180,"east","office supplies","art","Sanford Liquid Accent Highlighters",60.12,9,0,22.2444,37,3,60.12
"2714",2014-04-25,2014-04-29,"Standard Class","Lena Creighton","Consumer","United States","Wilmington","North Carolina",28403,"south","technology","phones","AT&T CL2909",302.376,3,0.2,37.797,12,4,241.9008
"2715",2015-12-01,2015-12-06,"Standard Class","Beth Thompson","Home Office","United States","Seattle","Washington",98105,"west","office supplies","art","Prang Drawing Pencil Set",13.9,5,0,5.56,40,5,13.9
"2716",2014-12-04,2014-12-08,"Standard Class","Cathy Prescott","Corporate","United States","New York City","New York",10024,"east","technology","phones","Plantronics Voyager Pro HD - Bluetooth Headset",129.98,2,0,62.3904,48,4,129.98
"2717",2017-08-26,2017-09-01,"Standard Class","Steve Carroll","Home Office","United States","Columbus","Georgia",31907,"south","technology","accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card",71.98,2,0,15.1158,21,6,71.98
"2718",2014-09-07,2014-09-13,"Standard Class","Dennis Kane","Consumer","United States","New York City","New York",10024,"east","technology","phones","AT&T EL51110 DECT",377.97,3,0,109.6113,29,6,377.97
"2719",2017-12-21,2017-12-27,"Standard Class","Sanjit Engle","Consumer","United States","Costa Mesa","California",92627,"west","office supplies","storage","Fellowes Mobile File Cart, Black",124.36,2,0,33.5772,27,6,124.36
"2720",2014-12-06,2014-12-08,"Second Class","Luke Foster","Consumer","United States","Houston","Texas",77095,"central","furniture","furnishings","12-1/2 Diameter Round Wall Clock",23.976,3,0.6,-14.3856,-60,2,9.5904
"2721",2014-11-04,2014-11-08,"Second Class","Odella Nelson","Corporate","United States","Cary","North Carolina",27511,"south","office supplies","fasteners","OIC Bulk Pack Metal Binder Clips",8.376,3,0.2,2.7222,32,4,6.7008
"2722",2014-11-04,2014-11-08,"Second Class","Odella Nelson","Corporate","United States","Cary","North Carolina",27511,"south","office supplies","appliances","Acco 6 Outlet Guardian Premium Surge Suppressor",58.24,5,0.2,5.096,9,4,46.592
"2723",2016-04-14,2016-04-19,"Second Class","Tom Boeckenhauer","Consumer","United States","Alexandria","Virginia",22304,"south","office supplies","storage","Acco Perma 4000 Stacking Storage Drawers",81.2,5,0,12.18,15,5,81.2
"2724",2014-10-04,2014-10-08,"Standard Class","David Flashing","Consumer","United States","Vallejo","California",94591,"west","office supplies","labels","Avery 512",14.45,5,0,6.7915,47,4,14.45
"2725",2014-10-04,2014-10-08,"Standard Class","David Flashing","Consumer","United States","Vallejo","California",94591,"west","office supplies","binders","GBC Recycled Regency Composition Covers",95.648,2,0.2,31.0856,32,4,76.5184
"2726",2017-11-07,2017-11-13,"Standard Class","Emily Phan","Consumer","United States","Philadelphia","Pennsylvania",19120,"east","technology","phones","Jabra Supreme Plus Driver Edition Headset",359.97,5,0.4,-71.994,-20,6,215.982
"2727",2017-11-07,2017-11-13,"Standard Class","Emily Phan","Consumer","United States","Philadelphia","Pennsylvania",19120,"east","furniture","tables","Bevis Rectangular Conference Tables",350.352,4,0.4,-140.1408,-40,6,210.2112
"2728",2017-12-22,2017-12-24,"First Class","Sally Knutson","Consumer","United States","Toledo","Ohio",43615,"east","office supplies","binders","Angle-D Ring Binders",1.641,1,0.7,-1.3128,-80,2,0.4923
"2729",2017-12-22,2017-12-24,"First Class","Sally Knutson","Consumer","United States","Toledo","Ohio",43615,"east","technology","phones","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System",629.958,7,0.4,94.4937,15,2,377.9748
"2730",2017-02-13,2017-02-19,"Standard Class","Fred Harton","Consumer","United States","Seattle","Washington",98105,"west","office supplies","art","Newell 311",6.63,3,0,1.7901,27,6,6.63
"2731",2017-02-13,2017-02-19,"Standard Class","Fred Harton","Consumer","United States","Seattle","Washington",98105,"west","technology","accessories","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",799.96,4,0,343.9828,43,6,799.96
"2732",2017-02-13,2017-02-19,"Standard Class","Fred Harton","Consumer","United States","Seattle","Washington",98105,"west","furniture","furnishings","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,0,21.506,20,6,107.53
"2733",2014-07-02,2014-07-06,"Standard Class","Eric Hoffmann","Consumer","United States","Plainfield","New Jersey",7060,"east","technology","phones","Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0,19.9746,27,4,73.98
"2734",2014-07-02,2014-07-06,"Standard Class","Eric Hoffmann","Consumer","United States","Plainfield","New Jersey",7060,"east","office supplies","art","DIXON Ticonderoga Erasable Checking Pencils",5.58,1,0,2.1762,39,4,5.58
"2735",2015-02-21,2015-02-23,"Second Class","Joe Elijah","Consumer","United States","Las Cruces","New Mexico",88001,"west","office supplies","paper","Easy-staple paper",49.12,4,0,23.0864,47,2,49.12
"2736",2015-11-13,2015-11-19,"Standard Class","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"east","technology","phones","BlackBerry Q10",377.97,3,0,94.4925,25,6,377.97
"2737",2015-11-13,2015-11-19,"Standard Class","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"east","office supplies","paper","Adams Telephone Message Books, 5 1/4” x 11”",42.28,7,0,19.8716,47,6,42.28
"2738",2015-11-13,2015-11-19,"Standard Class","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"east","furniture","bookcases","Bestar Classic Bookcase",299.97,3,0,56.9943,19,6,299.97
"2739",2015-11-13,2015-11-19,"Standard Class","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"east","technology","phones","Innergie mMini Combo Duo USB Travel Charging Kit",89.98,2,0,43.1904,48,6,89.98
"2740",2017-04-16,2017-04-18,"First Class","Edward Becker","Corporate","United States","Hoover","Alabama",35244,"south","office supplies","supplies","Compact Automatic Electric Letter Opener",477.24,4,0,9.5448,2,2,477.24
"2741",2017-04-16,2017-04-18,"First Class","Edward Becker","Corporate","United States","Hoover","Alabama",35244,"south","technology","accessories","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",25.98,2,0,1.5588,6,2,25.98
"2742",2016-02-25,2016-02-27,"Second Class","Bruce Degenhardt","Consumer","United States","Newark","Ohio",43055,"east","office supplies","envelopes","Staple envelope",46.72,5,0.2,17.52,38,2,37.376
"2743",2014-11-04,2014-11-08,"Standard Class","MaryBeth Skach","Consumer","United States","San Diego","California",92037,"west","furniture","furnishings","Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292,38,4,35.34
"2744",2015-06-20,2015-06-25,"Second Class","Stewart Carmichael","Corporate","United States","San Francisco","California",94122,"west","furniture","furnishings","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,0,100.4796,39,5,257.64
"2745",2015-06-20,2015-06-25,"Second Class","Stewart Carmichael","Corporate","United States","San Francisco","California",94122,"west","technology","phones","netTALK DUO VoIP Telephone Service",125.976,3,0.2,47.241,38,5,100.7808
"2746",2017-08-07,2017-08-11,"Second Class","Fred McMath","Consumer","United States","Jacksonville","North Carolina",28540,"south","technology","accessories","Logitech G700s Rechargeable Gaming Mouse",79.992,1,0.2,21.9978,28,4,63.9936
"2747",2014-05-12,2014-05-17,"Standard Class","Kean Thornton","Consumer","United States","Franklin","Massachusetts",2038,"east","furniture","tables","Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,-19,5,490.0392
"2748",2015-11-22,2015-11-26,"Standard Class","Anne Pryor","Home Office","United States","Frisco","Texas",75034,"central","technology","accessories","SanDisk Cruzer 8 GB USB Flash Drive",27.168,4,0.2,-1.3584,-5,4,21.7344
"2749",2015-12-04,2015-12-08,"Standard Class","Ritsa Hightower","Consumer","United States","Tallahassee","Florida",32303,"south","office supplies","binders","SpineVue Locking Slant-D Ring Binders by Cardinal",8.226,3,0.7,-6.0324,-73,4,2.4678
"2750",2014-06-08,2014-06-14,"Standard Class","Carlos Soltero","Consumer","United States","Seattle","Washington",98115,"west","furniture","chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3,0.2,73.194,12,6,468.4416
"2751",2014-08-08,2014-08-11,"Second Class","Tamara Manning","Consumer","United States","Vacaville","California",95687,"west","office supplies","storage","Advantus Rolling Drawer Organizers",423.28,11,0,110.0528,26,3,423.28
"2752",2014-05-26,2014-05-30,"Standard Class","Herbert Flentye","Consumer","United States","Los Angeles","California",90008,"west","furniture","chairs","Hon Olson Stacker Stools",225.296,2,0.2,22.5296,10,4,180.2368
"2753",2015-04-17,2015-04-21,"Standard Class","George Ashbrook","Consumer","United States","San Francisco","California",94122,"west","office supplies","art","Prang Drawing Pencil Set",5.56,2,0,2.224,40,4,5.56
"2754",2015-04-17,2015-04-21,"Standard Class","George Ashbrook","Consumer","United States","San Francisco","California",94122,"west","technology","accessories","Plantronics S12 Corded Telephone Headset System",323.37,3,0,129.348,40,4,323.37
"2755",2015-04-17,2015-04-21,"Standard Class","George Ashbrook","Consumer","United States","San Francisco","California",94122,"west","technology","phones","Plantronics Calisto P620-M USB Wireless Speakerphone System",783.96,5,0.2,68.5965,9,4,627.168
"2756",2015-04-17,2015-04-21,"Standard Class","George Ashbrook","Consumer","United States","San Francisco","California",94122,"west","office supplies","appliances","Hoover Upright Vacuum With Dirt Cup",1447.65,5,0,419.8185,29,4,1447.65
"2757",2015-04-17,2015-04-21,"Standard Class","George Ashbrook","Consumer","United States","San Francisco","California",94122,"west","office supplies","paper","Xerox 1903",11.96,2,0,5.8604,49,4,11.96
"2758",2016-06-11,2016-06-13,"Second Class","Erica Smith","Consumer","United States","New York City","New York",10035,"east","technology","accessories","Razer Kraken PRO Over Ear PC and Music Headset",239.97,3,0,71.991,30,2,239.97
"2759",2016-03-11,2016-03-15,"Standard Class","Julie Prescott","Home Office","United States","Columbus","Georgia",31907,"south","furniture","furnishings","Executive Impressions 13"" Clairmont Wall Clock",76.92,4,0,31.5372,41,4,76.92
"2760",2016-03-11,2016-03-15,"Standard Class","Julie Prescott","Home Office","United States","Columbus","Georgia",31907,"south","office supplies","storage","Iceberg Mobile Mega Data/Printer Cart ",481.32,4,0,125.1432,26,4,481.32
"2761",2014-05-26,2014-05-29,"First Class","Dean percer","Home Office","United States","Murray","Utah",84107,"west","office supplies","paper","Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,0,23.232,48,3,48.4
"2762",2017-10-12,2017-10-14,"First Class","Neil Knudson","Home Office","United States","San Francisco","California",94110,"west","technology","accessories","Maxell 4.7GB DVD-R 5/Pack",0.99,1,0,0.4356,44,2,0.99
"2763",2017-10-12,2017-10-14,"First Class","Neil Knudson","Home Office","United States","San Francisco","California",94110,"west","office supplies","binders","Canvas Sectional Post Binders",101.84,5,0.2,36.917,36,2,81.472
"2764",2017-06-22,2017-06-28,"Standard Class","Paul Lucas","Home Office","United States","Philadelphia","Pennsylvania",19140,"east","office supplies","binders","GBC Plasticlear Binding Covers",10.332,3,0.7,-7.5768,-73,6,3.0996
"2765",2017-06-22,2017-06-28,"Standard Class","Paul Lucas","Home Office","United States","Philadelphia","Pennsylvania",19140,"east","office supplies","binders","Wilson Jones Century Plastic Molded Ring Binders",31.155,5,0.7,-23.8855,-77,6,9.3465
"2766",2017-06-22,2017-06-28,"Standard Class","Paul Lucas","Home Office","United States","Philadelphia","Pennsylvania",19140,"east","office supplies","storage","Plastic Stacking Crates & Casters",8.928,2,0.2,0.6696,7,6,7.1424
"2767",2017-01-15,2017-01-18,"First Class","Robert Waldorf","Consumer","United States","Philadelphia","Pennsylvania",19134,"east","office supplies","appliances","Belkin F9M820V08 8 Outlet Surge",34.384,1,0.2,3.8682,11,3,27.5072
"2768",2017-01-15,2017-01-18,"First Class","Robert Waldorf","Consumer","United States","Philadelphia","Pennsylvania",19134,"east","office supplies","appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",1924.16,8,0.2,312.676,16,3,1539.328
"2769",2015-04-02,2015-04-07,"Standard Class","Michael Oakman","Consumer","United States","Dallas","Texas",75220,"central","office supplies","appliances","APC 7 Outlet Network SurgeArrest Surge Protector",32.192,2,0.8,-80.48,-250,5,6.4384
"2770",2015-04-02,2015-04-07,"Standard Class","Michael Oakman","Consumer","United States","Dallas","Texas",75220,"central","technology","accessories","Kingston Digital DataTraveler 16GB USB 2.0",50.12,7,0.2,-0.6265,-1,5,40.096
"2771",2015-04-02,2015-04-07,"Standard Class","Michael Oakman","Consumer","United States","Dallas","Texas",75220,"central","technology","accessories","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",47.976,3,0.2,1.7991,4,5,38.3808
"2772",2016-09-03,2016-09-10,"Standard Class","Jennifer Jackson","Consumer","United States","Waukesha","Wisconsin",53186,"central","office supplies","storage","Crate-A-Files",54.5,5,0,14.17,26,7,54.5
"2773",2017-12-10,2017-12-12,"First Class","Brian Thompson","Consumer","United States","Fort Lauderdale","Florida",33311,"south","furniture","furnishings","Staple-based wall hangings",19.104,3,0.2,5.7312,30,2,15.2832
"2774",2016-11-22,2016-11-26,"Standard Class","Rob Dowd","Consumer","United States","Detroit","Michigan",48205,"central","office supplies","binders","Ibico Standard Transparent Covers",49.44,3,0,24.2256,49,4,49.44
"2775",2017-11-11,2017-11-18,"Standard Class","Max Ludwig","Home Office","United States","Springfield","Ohio",45503,"east","office supplies","paper","Xerox 222",10.368,2,0.2,3.6288,35,7,8.2944
"2776",2016-10-21,2016-10-25,"Standard Class","Joel Eaton","Consumer","United States","San Diego","California",92037,"west","office supplies","storage","Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444,1,4,154.44
"2777",2015-12-21,2015-12-25,"Standard Class","Elpida Rittenbach","Corporate","United States","Colorado Springs","Colorado",80906,"west","office supplies","appliances","Belkin 6 Outlet Metallic Surge Strip",60.984,7,0.2,4.5738,7,4,48.7872
"2778",2015-07-17,2015-07-19,"Second Class","Jessica Myrick","Consumer","United States","Bakersfield","California",93309,"west","furniture","bookcases","Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2,0.15,-13.7976,-7,2,166.1461
"2779",2017-04-30,2017-05-05,"Standard Class","Saphhira Shifley","Corporate","United States","Pompano Beach","Florida",33068,"south","furniture","furnishings","3M Hangers With Command Adhesive",23.68,8,0.2,6.216,26,5,18.944
"2780",2017-04-30,2017-05-05,"Standard Class","Saphhira Shifley","Corporate","United States","Pompano Beach","Florida",33068,"south","technology","accessories","Maxell 4.7GB DVD+R 5/Pack",2.376,3,0.2,0.7425,31,5,1.9008
"2781",2017-05-06,2017-05-08,"First Class","Toby Carlisle","Consumer","United States","New York City","New York",10035,"east","office supplies","labels","Avery 505",59.2,4,0,29.6,50,2,59.2
"2782",2017-11-20,2017-11-27,"Standard Class","Hunter Glantz","Consumer","United States","Lakeville","Minnesota",55044,"central","office supplies","art","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22,10,0,9.68,44,7,22
"2783",2016-11-11,2016-11-16,"Standard Class","Lisa DeCherney","Consumer","United States","Detroit","Michigan",48234,"central","technology","phones","Digium D40 VoIP phone",257.98,2,0,74.8142,29,5,257.98
"2784",2016-11-05,2016-11-10,"Standard Class","Alejandro Savely","Corporate","United States","Philadelphia","Pennsylvania",19134,"east","technology","phones","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger",23.988,2,0.4,-15.992,-67,5,14.3928
"2785",2016-10-09,2016-10-15,"Standard Class","Michael Paige","Corporate","United States","Troy","Ohio",45373,"east","technology","phones","Mediabridge Sport Armband iPhone 5s",23.976,4,0.4,-15.5844,-65,6,14.3856
"2786",2015-09-21,2015-09-23,"First Class","Cynthia Delaney","Home Office","United States","Los Angeles","California",90036,"west","furniture","chairs","Hon Every-Day Series Multi-Task Chairs",601.536,4,0.2,0,0,2,481.2288
"2787",2015-09-21,2015-09-23,"First Class","Cynthia Delaney","Home Office","United States","Los Angeles","California",90036,"west","office supplies","fasteners","Advantus Map Pennant Flags and Round Head Tacks",7.9,2,0,2.528,32,2,7.9
"2788",2014-12-02,2014-12-06,"Standard Class","Michael Dominguez","Corporate","United States","Corpus Christi","Texas",78415,"central","furniture","furnishings","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803,-43,4,23.344
"2789",2014-12-02,2014-12-06,"Standard Class","Michael Dominguez","Corporate","United States","Corpus Christi","Texas",78415,"central","office supplies","art","Newell 343",16.464,7,0.2,1.4406,9,4,13.1712
"2790",2014-12-02,2014-12-06,"Standard Class","Michael Dominguez","Corporate","United States","Corpus Christi","Texas",78415,"central","furniture","furnishings","12-1/2 Diameter Round Wall Clock",39.96,5,0.6,-23.976,-60,4,15.984
"2791",2014-09-21,2014-09-22,"First Class","Brian Moss","Corporate","United States","Omaha","Nebraska",68104,"central","office supplies","appliances","Fellowes Basic Home/Office Series Surge Protectors",25.96,2,0,7.5284,29,1,25.96
"2792",2014-09-21,2014-09-22,"First Class","Brian Moss","Corporate","United States","Omaha","Nebraska",68104,"central","office supplies","appliances","Acco 6 Outlet Guardian Standard Surge Suppressor",36.27,3,0,10.881,30,1,36.27
"2793",2014-09-21,2014-09-22,"First Class","Brian Moss","Corporate","United States","Omaha","Nebraska",68104,"central","office supplies","paper","Xerox 224",6.48,1,0,3.1104,48,1,6.48
"2794",2014-04-12,2014-04-17,"Standard Class","Kean Nguyen","Corporate","United States","Redondo Beach","California",90278,"west","technology","phones","Pyle PMP37LED",1075.088,14,0.2,94.0702,9,5,860.0704
"2795",2014-04-12,2014-04-17,"Standard Class","Kean Nguyen","Corporate","United States","Redondo Beach","California",90278,"west","technology","phones","AT&T 1080 Corded phone",438.368,4,0.2,38.3572,9,5,350.6944
"2796",2014-04-12,2014-04-17,"Standard Class","Kean Nguyen","Corporate","United States","Redondo Beach","California",90278,"west","office supplies","binders","Recycled Pressboard Report Cover with Reinforced Top Hinge",18.088,7,0.2,6.5569,36,5,14.4704
"2797",2014-04-12,2014-04-17,"Standard Class","Kean Nguyen","Corporate","United States","Redondo Beach","California",90278,"west","furniture","bookcases","O'Sullivan Living Dimensions 2-Shelf Bookcases",308.499,3,0.15,-18.147,-6,5,262.22415
"2798",2017-10-20,2017-10-27,"Standard Class","Ivan Gibson","Consumer","United States","Little Rock","Arkansas",72209,"south","office supplies","art","Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,4,0,4.1416,31,7,13.36
"2799",2017-10-20,2017-10-27,"Standard Class","Ivan Gibson","Consumer","United States","Little Rock","Arkansas",72209,"south","office supplies","paper","Xerox 1884",39.96,2,0,18.7812,47,7,39.96
"2800",2017-10-20,2017-10-27,"Standard Class","Ivan Gibson","Consumer","United States","Little Rock","Arkansas",72209,"south","office supplies","binders","Binding Machine Supplies",145.85,5,0,70.008,48,7,145.85
"2801",2016-10-25,2016-10-28,"First Class","Jill Stevenson","Corporate","United States","Miami","Florida",33180,"south","technology","phones","Panasonic KX-TG9471B",783.96,5,0.2,78.396,10,3,627.168
"2802",2015-11-01,2015-11-04,"First Class","Guy Armstrong","Consumer","United States","Salem","Oregon",97301,"west","office supplies","art","Lumber Crayons",7.88,1,0.2,1.773,22,3,6.304
"2803",2017-11-03,2017-11-08,"Standard Class","Denise Leinenbach","Consumer","United States","Las Cruces","New Mexico",88001,"west","furniture","furnishings","9-3/4 Diameter Round Wall Clock",41.37,3,0,17.3754,42,5,41.37
"2804",2015-05-12,2015-05-16,"Standard Class","Cindy Stewart","Consumer","United States","San Francisco","California",94122,"west","office supplies","paper","Xerox 1962",12.84,3,0,5.778,45,4,12.84
"2805",2015-05-12,2015-05-16,"Standard Class","Cindy Stewart","Consumer","United States","San Francisco","California",94122,"west","office supplies","paper","Xerox 1953",25.68,6,0,11.556,45,4,25.68
"2806",2015-09-07,2015-09-11,"Standard Class","Charles Crestani","Consumer","United States","El Paso","Texas",79907,"central","furniture","chairs","Metal Folding Chairs, Beige, 4/Carton",47.516,2,0.3,-2.0364,-4,4,33.2612
"2807",2015-07-25,2015-07-27,"Second Class","Michelle Huthwaite","Consumer","United States","Seattle","Washington",98115,"west","office supplies","fasteners","Plymouth Boxed Rubber Bands by Plymouth",9.42,2,0,0.471,5,2,9.42
"2808",2015-07-25,2015-07-27,"Second Class","Michelle Huthwaite","Consumer","United States","Seattle","Washington",98115,"west","office supplies","paper","Xerox 228",12.96,2,0,6.2208,48,2,12.96
"2809",2015-07-25,2015-07-27,"Second Class","Michelle Huthwaite","Consumer","United States","Seattle","Washington",98115,"west","furniture","bookcases","Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0,56.392,8,2,704.9
"2810",2015-07-25,2015-07-27,"Second Class","Michelle Huthwaite","Consumer","United States","Seattle","Washington",98115,"west","furniture","chairs","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",561.568,2,0.2,28.0784,5,2,449.2544
"2811",2015-11-16,2015-11-18,"Second Class","Mike Pelletier","Home Office","United States","Milwaukee","Wisconsin",53209,"central","office supplies","paper","Xerox 191",179.82,9,0,84.5154,47,2,179.82
"2812",2015-11-16,2015-11-18,"Second Class","Mike Pelletier","Home Office","United States","Milwaukee","Wisconsin",53209,"central","furniture","furnishings","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0,76.0878,41,2,185.58
"2813",2015-11-16,2015-11-18,"Second Class","Mike Pelletier","Home Office","United States","Milwaukee","Wisconsin",53209,"central","furniture","tables","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3,0,36.3987,17,2,214.11
"2814",2015-11-16,2015-11-18,"Second Class","Mike Pelletier","Home Office","United States","Milwaukee","Wisconsin",53209,"central","technology","accessories","Logitech diNovo Edge Keyboard",999.96,4,0,229.9908,23,2,999.96
"2815",2015-11-16,2015-11-18,"Second Class","Mike Pelletier","Home Office","United States","Milwaukee","Wisconsin",53209,"central","furniture","tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1035,17,2,653.55
"2816",2015-09-01,2015-09-08,"Standard Class","Daniel Raglin","Home Office","United States","Franklin","Massachusetts",2038,"east","office supplies","binders","Deluxe Heavy-Duty Vinyl Round Ring Binder",114.6,5,0,51.57,45,7,114.6
"2817",2015-09-01,2015-09-08,"Standard Class","Daniel Raglin","Home Office","United States","Franklin","Massachusetts",2038,"east","furniture","chairs","Global Value Steno Chair, Gray",60.74,1,0,15.185,25,7,60.74
"2818",2015-09-01,2015-09-08,"Standard Class","Daniel Raglin","Home Office","United States","Franklin","Massachusetts",2038,"east","furniture","furnishings","Deflect-o Glass Clear Studded Chair Mats",124.36,2,0,27.3592,22,7,124.36
"2819",2015-09-01,2015-09-08,"Standard Class","Daniel Raglin","Home Office","United States","Franklin","Massachusetts",2038,"east","office supplies","storage","Adjustable Depth Letter/Legal Cart",1088.76,6,0,315.7404,29,7,1088.76
"2820",2016-05-05,2016-05-08,"First Class","Darrin Martin","Consumer","United States","Encinitas","California",92024,"west","office supplies","binders","Computer Printout Index Tabs",6.72,5,0.2,2.352,35,3,5.376
"2821",2016-05-05,2016-05-08,"First Class","Darrin Martin","Consumer","United States","Encinitas","California",92024,"west","furniture","tables","Bevis 36 x 72 Conference Tables",298.776,3,0.2,7.4694,3,3,239.0208
"2822",2016-12-31,2017-01-05,"Standard Class","Brian DeCherney","Consumer","United States","Anaheim","California",92804,"west","technology","phones","Adtran 1202752G1",302.376,3,0.2,22.6782,8,5,241.9008
"2823",2017-09-18,2017-09-20,"First Class","Dan Campbell","Consumer","United States","Arlington","Texas",76017,"central","office supplies","art","Newell 314",8.928,2,0.2,0.558,6,2,7.1424
"2824",2017-09-18,2017-09-20,"First Class","Dan Campbell","Consumer","United States","Arlington","Texas",76017,"central","office supplies","storage","Acco Perma 2700 Stacking Storage Drawers",47.584,2,0.2,-2.974,-6,2,38.0672
"2825",2014-09-25,2014-09-30,"Standard Class","Michelle Tran","Home Office","United States","Houston","Texas",77041,"central","office supplies","paper","Xerox 1954",33.792,8,0.2,10.56,31,5,27.0336
"2826",2014-09-25,2014-09-30,"Standard Class","Michelle Tran","Home Office","United States","Houston","Texas",77041,"central","furniture","bookcases","O'Sullivan Living Dimensions 5-Shelf Bookcases",300.5328,2,0.32,-97.2312,-32,5,204.362304
"2827",2014-09-25,2014-09-30,"Standard Class","Michelle Tran","Home Office","United States","Houston","Texas",77041,"central","office supplies","binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos",2.724,2,0.8,-4.3584,-160,5,0.5448
"2828",2014-09-25,2014-09-30,"Standard Class","Michelle Tran","Home Office","United States","Houston","Texas",77041,"central","office supplies","envelopes","Poly String Tie Envelopes",3.264,2,0.2,1.1016,34,5,2.6112
"2829",2016-04-23,2016-04-26,"First Class","Max Jones","Consumer","United States","Lancaster","Ohio",43130,"east","office supplies","paper","Embossed Ink Jet Note Cards",108.336,6,0.2,37.9176,35,3,86.6688
"2830",2016-04-23,2016-04-26,"First Class","Max Jones","Consumer","United States","Lancaster","Ohio",43130,"east","office supplies","storage","Eldon Fold 'N Roll Cart System",55.92,5,0.2,6.291,11,3,44.736
"2831",2016-04-23,2016-04-26,"First Class","Max Jones","Consumer","United States","Lancaster","Ohio",43130,"east","office supplies","paper","Xerox 1942",78.304,2,0.2,29.364,38,3,62.6432
"2832",2014-11-01,2014-11-05,"Standard Class","Natalie DeCherney","Consumer","United States","Portland","Oregon",97206,"west","office supplies","storage","Carina Mini System Audio Rack, Model AR050B",443.92,5,0.2,-94.333,-21,4,355.136
"2833",2014-11-01,2014-11-05,"Standard Class","Natalie DeCherney","Consumer","United States","Portland","Oregon",97206,"west","technology","phones","Plantronics Voyager Pro HD - Bluetooth Headset",155.976,3,0.2,54.5916,35,4,124.7808
"2834",2017-01-26,2017-01-31,"Second Class","Carol Adams","Corporate","United States","Hoover","Alabama",35244,"south","office supplies","art","Newell 311",15.47,7,0,4.1769,27,5,15.47
"2835",2017-01-26,2017-01-31,"Second Class","Carol Adams","Corporate","United States","Hoover","Alabama",35244,"south","office supplies","binders","Avery Poly Binder Pockets",7.16,2,0,3.4368,48,5,7.16
"2836",2017-11-11,2017-11-16,"Standard Class","Guy Armstrong","Consumer","United States","Los Angeles","California",90036,"west","office supplies","appliances","Belkin 6 Outlet Metallic Surge Strip",10.89,1,0,2.8314,26,5,10.89
"2837",2017-11-11,2017-11-16,"Standard Class","Guy Armstrong","Consumer","United States","Los Angeles","California",90036,"west","office supplies","paper","Xerox 201",19.44,3,0,9.3312,48,5,19.44
"2838",2017-11-11,2017-11-16,"Standard Class","Guy Armstrong","Consumer","United States","Los Angeles","California",90036,"west","office supplies","binders","Ibico Plastic Spiral Binding Combs",121.6,5,0.2,39.52,33,5,97.28
"2839",2016-06-09,2016-06-12,"First Class","Toby Carlisle","Consumer","United States","Tallahassee","Florida",32303,"south","technology","machines","Cisco CP-7937G Unified IP Conference Station Phone",695.7,2,0.5,-27.828,-4,3,347.85
